teacher_id
148970744
150341984
148709185
150341570
149057691
141513740
149714766
150229672
138465922
150042268
147818022
148996030
149464342
114448687
134062984
141676412
147848085
149247613
149267373
149725806
125994567
149733087
149950551
147562089
149245750
149936726
150428334
125289455
150358863
150459745
147645923
149219443
149240867
148833918
148877392
149734872
126458738
135272843
146376924
148741469
145053526
145224295
144598320
148464520
126152257
149052641
126100570
148042803
103197485
145386230
132721527
136730519
146230815
135688440
147524369
150146836
148680021
148978709
144562560
150045648
145120001
149938321
138512987
149227587
149249531
117498332
121373997
130409934
146491870
149930006
150562119
100013648
149766209
120071090
149757162
119102331
142231411
146026683
102216684
148822936
149652234
149545843
149142429
137087376
150258145
150403641
145988842
147789706
128262459
148372110
131696127
149160016
150262000
149757394
150509730
116761836
147769542
148390838
142765479
150248591
145515553
141878574
106956415
148052952
149057801
148370050
118134756
144372812
145495286
103973497
142964865
149906866
150150746
125687764
150445068
149160986
149246476
150229900
142521215
148475735
148888823
147890112
149465089
137127258
150139634
150157002
131581772
147439796
148809892
128586678
134150472
150532865
133691419
135321725
149847197
129294303
149256791
149614344
147452185
125896418
149665411
149145621
149468542
115188063
125748538
144265946
149051923
146183501
146162078
124686912
149036748
117243638
131128371
148964267
143041990
149030207
150254287
103979177
150144881
142999562
102417516
147953396
150453973
109014862
148188022
150531143
149460568
128605657
147551442
150156747
150420076
150255445
148631487
149564887
128199440
147805520
148499408
149805024
149719017
145003450
149859522
146419619
150156443
150261068
105346902
113499566
141990262
128985271
118712779
149614507
125910828
147170408
150102693
148132103
136307305
148849707
104025500
108166158
149550880
143070953
125867900
148458469
149547872
108597875
149648657
148761748
126289741
134370545
148956236
137997447
125195152
129212048
148759160
149829944
127397564
148517989
149662095
141896003
142403940
124605797
127825221
149047566
150360670
109127999
143264546
148612020
138524648
150556304
150406963
103075524
149954670
102789425
149644860
145134693
118368321
126885923
148077796
123851725
149961654
138021935
121056005
142818837
149659028
143096006
124963197
148322121
128317625
111368124
149364525
106722037
126133014
128567551
132167823
132741383
134857680
143433625
148902260
116619725
147479438
100288400
143297603
147017683
147959404
114104287
123514526
150142687
141990128
129812875
141330148
146710279
133840801
147824435
144931988
134767345
148245954
133360759
144197668
100473581
141734759
114838285
149042540
150161789
145378311
148868867
144135837
137694811
130918701
124236290
124222979
128741364
131007629
150236293
133697704
149230838
149947087
148479960
145520542
127562033
131605553
141779873
129077944
141034833
109130132
136291085
148931666
145840790
141729677
150240205
105078422
138396486
127158565
104851815
128315680
148729010
143086699
120149084
130130284
124699931
150149261
124998218
137835146
133568550
108387259
107597178
148682594
149948591
100205604
148614492
148533998
120401796
150258433
108530931
148485969
148683676
142166829
149449536
133751572
145924777
149057570
124858230
132867168
150232260
144695405
127198654
150251611
144808570
135062016
146609559
147309583
133252532
149424640
136830347
124007052
134097776
141531203
103958713
126435822
127930433
129158468
142951988
121909776
143762370
149655867
142260948
142124923
149656310
148653756
143510246
148003675
148765488
101096584
125549499
101695765
142329305
150004936
134495112
149430971
148199517
138164279
108819432
113809770
127622952
149405666
104852900
136715906
133655956
113190781
142042267
148763270
113032936
146311801
138713054
127818229
147757749
133561981
124723336
133947518
144876586
133464479
137535772
148969449
148919429
149940969
132383094
150308852
138262760
148073092
130819244
103732979
144330119
136510064
100547410
129606379
128146758
147941508
132541736
149838149
147493289
130924219
128228662
150048591
133867552
145954799
125844465
144383213
128686822
136054911
148364402
137267619
125725588
123652496
147342773
145240939
136750525
135599757
134424501
132289183
133435913
123456789
135329852
148151908
142432039
128569985
145384707
131791426
144627841
134410476
132673474
109120852
127800780
109118387
148318210
113244657
138957312
135072896
126059783
147458959
114332689
130928897
124726198
137105558
143193540
147691945
150066699
147679806
105550943
119585184
100151282
144818383
147513325
107878781
109425683
141727753
112466806
128079574
148848531
114470199
132784629
133435273
132150177
129239640
149248388
149752167
115959587
128606139
134699127
102407698
136015219
123643820
149750702
114866167
144665294
122631787
135990736
